Company,Sector,Year,Revenue (Cr),Net Profit (Cr),EBITDA Margin (%),Debt/Equity,EPS,P/E Ratio,Market Cap (Cr)
Wipro,IT,2015,803.25,187.96,19.12,1.1,33.63,35.03,46393.91
Tata Steel,Metals,2016,949.25,152.14,17.51,0.66,25.71,19.64,24053.89
Wipro,IT,2015,2038.92,105.02,17.33,1.14,32.16,22.83,44482.31
TCS,Automobile,2010,1504.98,336.65,18.97,0.31,23.23,22.71,21607.48
ICICI,Finance,2021,1162.23,238.28,22.87,1.09,29.99,6.37,17300.56
Axis Bank,Energy,2023,1704.81,98.49,24.73,0.78,31.65,26.04,50396.29
Infosys,IT,2010,1731.92,189.97,23.16,0.38,4.81,23.37,32283.4
Axis Bank,Finance,2018,1100.19,301.64,20.33,-0.05,10.39,16.94,21634.12
Mahindra,Automobile,2015,1340.15,164.24,19.05,0.95,19.42,14.3,9458.46
Wipro,IT,2021,1762.87,134.84,28.19,1.1,23.69,12.03,23004.75
HDFC,Automobile,2011,1254.93,228.54,15.63,0.82,37.75,24.46,51998.52
Axis Bank,Energy,2020,1584.65,252.65,21.49,0.98,29.54,15.25,25601.65
Reliance,Energy,2010,1927.44,164.35,23.87,0.93,30.23,23.66,-372.54
Tata Steel,Metals,2020,782.25,,23.22,0.82,40.42,19.49,25046.39
Axis Bank,Metals,2021,1397.63,236.85,14.19,1.09,38.76,21.98,39584.99
SBI,Metals,2011,1578.49,110.01,32.08,0.36,14.91,29.25,26667.03
ICICI,Automobile,2017,962.39,156.94,26.35,0.83,37.33,23.71,36737.73
Tata Steel,Metals,2014,1341.12,190.37,23.3,1.0,26.05,23.07,34889.06
HDFC,Finance,2016,1813.35,259.12,12.97,0.67,19.85,16.27,26903.51
Mahindra,Automobile,2016,1288.71,165.79,22.9,0.88,22.07,23.56,20935.53
Axis Bank,Automobile,2011,1054.7,245.06,6.44,0.45,18.75,19.83,23538.42
ICICI,Metals,2013,1839.25,293.28,16.84,0.82,26.41,10.91,24273.21
Infosys,Metals,2011,1633.35,159.48,18.53,0.58,24.17,18.92,10921.03
ICICI,Automobile,2016,1479.34,457.83,15.75,0.64,37.36,28.55,35699.94
ICICI,Energy,2014,1470.48,313.57,25.92,0.97,44.33,13.82,21725.22
Tata Steel,Energy,2010,1808.48,221.8,18.52,0.27,20.95,22.46,43383.54
Infosys,Metals,2011,1588.36,185.46,13.19,0.47,12.04,19.28,45461.16
ICICI,Energy,2015,1693.68,155.57,21.77,1.02,31.68,20.14,24999.54
SBI,Finance,2023,1292.23,332.9,19.99,0.75,34.42,18.62,29562.8
Axis Bank,Finance,2013,924.79,216.84,9.23,0.58,28.8,21.94,23534.26
Axis Bank,Finance,2016,1686.57,84.89,24.69,0.94,9.61,12.9,11538.81
SBI,Automobile,2011,1830.28,63.03,18.51,0.47,17.08,23.92,23005.55
Axis Bank,Automobile,2022,1432.63,209.0,22.93,0.46,26.47,16.94,29962.87
ICICI,Automobile,2021,1766.33,210.76,20.05,0.74,18.84,21.28,36616.1
Mahindra,Automobile,2011,1399.44,126.64,16.32,0.76,15.02,21.66,51695.03
ICICI,Automobile,2021,1472.79,78.85,20.12,0.58,46.44,21.84,22512.09
Tata Steel,Metals,2015,2025.73,42.95,17.5,0.72,15.0,18.4,19599.71
Reliance,Energy,2017,1412.54,139.25,19.45,1.2,37.07,11.24,40665.22
Mahindra,Metals,2022,1394.83,170.98,21.01,0.79,29.13,16.19,-3013.08
HDFC,Energy,2010,939.01,255.34,18.73,0.45,31.08,17.51,17986.77
HDFC,Metals,2014,1707.02,189.57,20.33,0.81,36.38,7.93,43448.45
Mahindra,Finance,2010,1287.05,285.12,16.14,0.16,18.11,16.26,18593.35
ICICI,IT,2020,1544.17,248.41,15.14,1.28,22.0,27.75,23499.84
Wipro,Automobile,2015,1405.49,241.06,21.87,0.44,29.73,12.78,29888.78
Reliance,IT,2016,1366.26,278.34,25.25,0.86,6.51,25.33,38112.15
SBI,IT,2015,1464.68,89.06,15.41,0.85,41.5,16.17,29447.09
ICICI,Finance,2023,1487.74,157.1,19.58,0.57,26.16,15.91,29294.24
Mahindra,IT,2022,1852.82,392.11,10.95,1.19,15.58,18.67,25822.2
Wipro,IT,2018,1956.06,47.5,27.02,1.42,35.94,22.19,26623.8
ICICI,Finance,2012,1695.21,176.18,23.73,0.58,25.92,16.95,19882.35
Wipro,Energy,2017,1881.47,238.09,15.08,1.01,17.79,16.33,17520.58
Mahindra,Metals,2012,1756.24,49.85,16.24,0.5,34.46,29.67,45054.99
ICICI,IT,2020,1648.38,139.79,24.05,1.2,1.74,20.88,21937.16
Infosys,Automobile,2021,1936.54,359.68,18.88,1.18,29.2,10.19,27410.57
Axis Bank,Finance,2022,1107.46,213.64,21.16,1.1,38.1,5.25,41517.86
Mahindra,IT,2022,1294.66,,13.07,0.3,16.67,30.11,5135.13
HDFC,Energy,2016,1253.73,216.84,20.88,0.64,12.18,26.47,11964.42
HDFC,Energy,2023,1409.58,153.89,17.26,0.64,29.23,21.25,29564.03
Reliance,Automobile,2022,1705.77,337.0,19.49,0.62,18.23,21.01,29960.41
TCS,IT,2014,1165.47,120.72,16.01,1.2,47.48,19.93,11132.05
HDFC,Automobile,2021,1650.84,158.18,16.95,0.26,19.7,20.68,7829.34
TCS,Energy,2022,1323.88,80.62,18.52,0.92,23.06,21.48,11987.25
Infosys,Energy,2010,1395.88,176.36,15.07,1.02,30.21,27.3,33473.87
Mahindra,Metals,2020,1560.12,186.03,29.34,0.59,6.82,26.63,39280.22
Wipro,Energy,2021,2004.37,295.65,12.73,0.95,25.6,21.38,32176.23
Reliance,Finance,2013,1286.3,118.66,20.5,0.93,36.19,21.51,8188.29
Axis Bank,Metals,2023,1475.97,238.69,19.51,0.72,24.19,25.89,14593.93
SBI,Automobile,2022,1176.53,206.94,21.8,1.13,13.52,24.09,27432.49
TCS,Energy,2020,1283.42,48.6,5.5,0.64,20.66,19.4,29822.87
Axis Bank,Finance,2018,1173.8,141.98,9.57,1.13,5.85,0.37,22926.16
Reliance,Metals,2017,1573.44,138.8,15.26,0.84,22.09,24.85,25502.2
Reliance,Finance,2012,1627.59,334.64,22.6,0.71,36.1,27.81,33500.24
HDFC,Metals,2011,1706.11,243.66,16.68,0.73,18.76,18.17,54146.77
Axis Bank,Metals,2020,1273.91,211.57,16.48,0.38,31.99,12.22,42265.81
ICICI,Metals,2018,1652.38,-143.63,18.08,0.69,10.18,26.56,25579.67
Tata Steel,Automobile,2010,1533.93,47.34,13.79,0.46,43.79,26.67,27921.25
Reliance,Metals,2018,,258.22,20.35,0.88,36.31,14.01,28608.76
TCS,Metals,2021,1127.57,262.56,18.96,1.07,20.08,23.32,23092.95
SBI,Finance,2016,1545.98,140.62,20.51,0.94,11.77,16.81,45244.41
SBI,Metals,2021,1555.49,202.21,,0.59,19.92,22.41,44926.28
Infosys,Automobile,2011,1530.52,196.54,16.85,0.72,27.82,29.77,32603.43
Infosys,Finance,2020,1620.02,213.56,18.55,0.88,35.86,23.3,48112.78
HDFC,Metals,2014,1708.38,170.24,13.07,0.9,3.9,15.64,23336.39
ICICI,Finance,2023,1170.59,265.23,11.74,1.29,37.05,16.23,36115.35
HDFC,Automobile,2011,1434.99,288.49,17.96,0.99,27.57,33.86,45001.33
SBI,Finance,2014,1654.73,123.23,18.51,0.84,13.37,28.95,37231.25
Wipro,Automobile,2016,1419.48,104.45,21.45,0.83,-0.49,16.95,49890.07
SBI,Energy,2014,1787.83,136.31,20.88,0.7,26.37,19.27,36307.92
Reliance,Metals,2011,1527.05,203.9,19.27,0.8,27.2,17.6,27866.48
Axis Bank,Automobile,2020,913.52,228.45,26.42,1.02,18.84,21.32,16580.96
Axis Bank,Metals,2023,1751.83,263.08,16.44,0.59,34.12,25.54,24658.57
Reliance,Automobile,2014,1464.87,277.71,17.05,0.92,45.34,23.63,40305.06
Reliance,IT,2021,969.09,229.0,19.42,0.77,21.01,24.92,42168.42
SBI,IT,2021,1424.31,218.37,12.08,1.32,17.53,15.07,5818.26
Axis Bank,IT,2019,1119.49,331.91,21.44,0.89,42.17,20.83,23347.94
Axis Bank,Automobile,2023,1725.94,200.4,18.36,0.9,22.79,25.94,35566.83
Mahindra,Metals,2015,1489.25,247.2,18.45,0.54,31.59,30.63,32284.13
Axis Bank,IT,2014,1222.88,225.62,20.71,1.24,18.93,5.0,20778.98
Reliance,Metals,2011,1743.25,186.15,19.88,0.95,36.4,23.25,48151.35
Infosys,Automobile,2015,1637.56,186.67,20.06,1.21,12.56,28.52,40743.42
ICICI,Metals,2015,1429.27,305.76,16.05,0.74,26.45,5.93,56315.58
Wipro,Metals,2021,1126.32,192.78,25.85,0.8,27.96,29.56,25787.22
Reliance,IT,2011,1247.26,171.79,10.69,0.39,23.17,35.46,11206.87
Axis Bank,Finance,2022,1242.76,141.04,14.57,1.35,18.64,21.29,31706.7
TCS,Energy,2022,1723.95,233.8,15.24,0.91,42.93,23.79,54158.18
SBI,Automobile,2013,995.73,159.03,14.4,1.36,33.09,13.21,32270.06
SBI,Automobile,2016,1485.83,226.54,9.27,0.7,16.35,34.33,37227.73
ICICI,Automobile,2010,1424.91,214.22,26.22,0.94,6.16,21.98,35801.03
Reliance,Energy,2010,1810.66,165.81,21.21,1.1,39.79,2.09,14275.64
ICICI,Finance,2023,1569.82,88.35,14.84,0.9,15.74,26.76,18547.58
Infosys,Metals,2020,1660.56,117.66,21.49,0.7,25.62,13.65,23252.15
Tata Steel,Automobile,2021,1342.39,130.25,17.2,0.66,25.92,16.47,26723.85
HDFC,Metals,2020,1130.7,119.68,16.55,0.7,27.86,22.03,41849.81
TCS,IT,2015,1402.36,236.42,13.2,1.6,8.12,20.18,20792.71
HDFC,IT,2016,1733.15,370.33,18.09,0.61,21.51,22.33,597.22
Tata Steel,IT,2021,1732.47,159.12,14.84,0.2,24.84,23.13,19593.73
TCS,Automobile,2014,1370.82,169.26,13.14,0.81,24.45,29.42,24502.68
HDFC,Energy,2021,1241.78,153.23,22.78,0.81,32.15,10.53,46111.26
TCS,Automobile,2019,1183.0,268.61,13.89,0.71,26.65,23.75,20198.29
ICICI,IT,2017,1459.01,234.11,,0.61,29.45,21.17,-9770.09
Wipro,IT,2020,1540.97,198.67,14.43,0.72,19.01,18.42,18568.96
Mahindra,Automobile,2013,1941.96,102.95,10.49,0.4,42.07,11.19,30174.55
TCS,Energy,2012,1537.0,122.58,20.63,1.33,22.11,22.78,1885.83
Tata Steel,Energy,2016,1684.13,214.02,15.77,0.87,28.29,13.33,36997.27
ICICI,Metals,2023,1265.86,217.86,10.1,0.84,26.14,8.19,35455.18
Mahindra,Finance,2013,1512.51,198.71,19.27,1.12,29.51,18.64,30188.73
ICICI,IT,2010,1542.02,253.19,11.47,1.61,37.0,24.15,35997.45
Infosys,Energy,2020,1457.84,102.19,8.05,0.68,16.59,14.95,24400.8
Axis Bank,IT,2017,1493.45,224.29,21.39,0.89,33.26,7.02,22047.49
SBI,Finance,2014,1537.87,219.84,25.44,1.04,32.37,19.82,22465.42
Infosys,IT,2022,1644.31,123.36,16.03,1.01,26.73,28.4,26126.25
Tata Steel,Energy,2017,1850.74,151.61,24.06,1.07,27.27,14.95,54158.15
Reliance,Metals,2017,820.34,255.45,22.01,1.08,13.44,10.42,20907.39
Reliance,Automobile,2021,1834.12,108.91,21.34,0.68,21.6,8.79,39144.36
SBI,Automobile,2014,986.76,397.1,17.15,1.16,5.93,15.01,18325.73
ICICI,Energy,2017,1592.63,244.46,15.02,0.77,21.94,20.18,29729.74
Wipro,Energy,2016,2206.69,195.41,19.72,0.88,24.37,16.7,29124.96
Tata Steel,Finance,2022,1487.24,179.83,21.24,0.98,11.01,21.77,-10767.72
SBI,IT,2012,1554.01,263.06,11.7,0.59,27.99,20.75,31411.73
Mahindra,Finance,2013,1406.92,167.09,16.38,0.93,37.07,26.99,21483.99
Mahindra,Automobile,2020,1700.18,170.37,17.05,0.99,27.15,19.04,9082.06
Reliance,IT,2021,1608.66,316.21,16.59,0.23,24.95,24.33,32695.42
Axis Bank,Finance,2022,1297.19,162.28,14.62,1.22,19.75,20.29,42798.03
ICICI,Automobile,2016,1465.69,210.89,,0.55,28.72,21.27,30178.22
Reliance,IT,2013,1164.47,139.18,16.48,0.88,14.84,21.19,42380.26
Wipro,Metals,2015,1464.32,220.72,16.61,1.26,0.88,12.83,55661.7
SBI,Metals,2021,1374.19,246.45,15.64,1.0,40.8,19.41,29380.5
TCS,Finance,2011,1540.96,334.63,21.25,1.11,34.61,15.58,32708.47
Wipro,Energy,2021,1287.03,125.01,11.16,1.13,14.01,14.16,33853.92
TCS,IT,2011,,84.17,19.4,0.65,10.54,22.77,40030.66
ICICI,Finance,2012,1502.63,178.66,9.03,0.49,26.06,23.45,21377.23
SBI,Energy,2019,1523.53,150.63,17.67,0.92,25.64,15.59,42622.7
Mahindra,Energy,2016,1582.29,198.76,6.72,1.01,33.16,24.88,42797.53
Mahindra,IT,2012,1447.75,241.76,13.55,1.13,21.65,16.86,34063.35
Infosys,IT,2021,1263.99,381.2,17.89,1.03,36.55,26.27,47884.82
Mahindra,Energy,2012,1524.62,163.88,10.87,0.65,22.83,35.33,42767.38
Tata Steel,Automobile,2022,1446.34,23.17,10.91,1.06,37.13,23.35,17019.55
Infosys,Finance,2023,1807.39,180.96,22.91,0.17,23.19,19.23,30384.74
Infosys,IT,2013,1845.22,228.04,10.02,1.18,16.36,15.19,39992.32
Mahindra,Energy,2019,1088.38,122.43,17.41,0.53,21.26,21.42,42788.31
Reliance,Automobile,2015,1685.15,218.69,25.38,0.53,31.54,13.16,-715.02
Axis Bank,Metals,2010,1745.32,211.0,18.71,1.55,28.54,18.34,28711.39
Axis Bank,Energy,2015,1096.25,220.79,18.14,0.82,25.53,13.73,44880.08
Tata Steel,Automobile,2017,1673.84,263.31,14.43,0.72,14.56,25.88,42409.78
HDFC,Metals,2021,1768.79,193.38,14.45,0.45,24.4,16.29,11719.81
Reliance,Automobile,2017,1215.11,243.8,17.16,0.93,18.47,19.78,18910.14
HDFC,IT,2015,1429.1,56.08,8.02,1.04,18.21,7.95,34944.75
TCS,Energy,2015,1555.9,123.01,23.06,0.69,34.95,17.6,28648.82
Reliance,Metals,2022,1671.14,172.68,19.04,0.16,17.34,17.41,27244.96
SBI,Automobile,2012,1203.47,119.59,9.26,1.29,16.77,13.57,30480.14
HDFC,Metals,2023,1847.1,200.53,23.13,0.71,28.14,17.94,27120.93
Tata Steel,Finance,2011,,172.5,21.4,0.71,15.84,2.58,25995.44
Tata Steel,Energy,2016,1897.12,163.59,20.2,0.79,19.46,11.93,37094.65
Reliance,IT,2017,1665.08,270.7,29.18,0.56,44.26,8.3,39540.75
Infosys,Metals,2019,1313.47,206.71,18.48,1.18,23.33,25.32,30964.25
SBI,Automobile,2022,1759.32,113.3,25.65,1.02,31.76,19.81,45636.71
ICICI,Metals,2023,1185.66,151.73,18.13,0.95,50.15,1.99,23025.31
SBI,Automobile,2015,1534.48,260.26,20.26,1.49,26.99,26.94,30947.73
Tata Steel,Metals,2014,1571.55,215.98,15.23,0.59,30.25,22.98,27571.81
TCS,IT,2013,1570.84,295.68,8.57,1.18,28.13,19.25,12394.47
HDFC,IT,2010,1248.08,267.73,8.87,0.13,21.75,22.39,36721.01
HDFC,Energy,2018,1351.18,168.87,17.58,0.99,26.26,19.09,43776.14
TCS,IT,2020,1538.02,314.84,16.81,1.48,23.21,17.52,40102.73
Wipro,Metals,2019,1281.98,321.43,12.1,0.49,15.89,20.58,33113.43
Reliance,Metals,2013,1581.44,57.17,16.61,1.29,33.33,20.4,11670.29
Tata Steel,IT,2011,1315.76,202.54,20.25,0.39,6.91,14.28,38252.1
Axis Bank,Finance,2013,1800.0,156.01,24.45,1.42,25.08,25.21,52017.72
Mahindra,Metals,2022,1968.81,179.16,14.54,0.66,22.21,14.44,28675.75
TCS,Energy,2020,1410.76,134.71,19.96,0.58,14.64,17.88,31427.08
TCS,Finance,2014,1776.08,124.69,26.7,0.64,31.23,25.94,45239.77
SBI,IT,2011,1436.31,272.09,21.75,0.81,14.78,27.59,31121.77
Reliance,Automobile,2016,1219.07,106.56,14.15,0.75,20.92,26.61,27869.17
Reliance,Metals,2012,1372.28,207.47,18.51,0.78,32.28,8.14,30004.65
Axis Bank,Automobile,2023,1525.67,92.07,18.92,0.89,5.75,18.69,39526.49
Mahindra,Energy,2017,963.91,301.55,,0.87,35.78,11.88,41087.34
Reliance,Finance,2013,1687.7,202.4,18.2,0.8,24.64,12.68,4426.71
Infosys,Automobile,2021,1525.81,259.62,20.42,0.67,21.91,15.52,38113.46
Tata Steel,Energy,2020,1800.16,215.61,23.1,0.93,11.21,17.97,31882.38
Infosys,Automobile,2014,1682.44,179.74,12.74,0.91,25.9,16.11,20520.34
Wipro,Automobile,2012,1535.98,205.47,11.4,0.9,25.25,1.51,47171.76
Tata Steel,Energy,2022,1393.25,320.59,21.04,0.8,30.47,21.79,37851.57
ICICI,Metals,2020,1956.86,,17.23,0.59,20.3,19.35,14305.45
Tata Steel,Automobile,2014,2150.96,-3.95,22.32,0.82,15.25,28.63,38873.57
Tata Steel,Energy,2018,1398.26,137.05,23.44,0.72,28.14,19.38,44040.22
Axis Bank,Automobile,2020,1812.69,103.27,8.75,0.18,19.22,6.77,20722.39
Infosys,Metals,2022,1287.98,277.44,13.81,1.1,30.04,10.46,32591.99
Mahindra,Energy,2023,1323.69,185.94,17.37,0.88,14.69,8.1,29007.67
SBI,Automobile,2011,1384.13,266.2,12.88,0.79,32.94,18.11,30198.26
Axis Bank,IT,2016,1705.4,202.55,15.64,0.96,39.9,31.09,26173.14
Tata Steel,Metals,2019,1177.53,200.69,11.61,0.57,23.33,23.49,24695.17
SBI,Automobile,2017,1964.99,213.12,15.81,1.21,38.49,20.98,37441.8
HDFC,Finance,2012,1781.36,318.4,13.17,1.16,32.53,12.32,31363.92
SBI,Energy,2020,1698.45,214.92,19.72,0.45,28.37,22.99,39283.2
TCS,Automobile,2013,1411.86,288.73,22.51,0.61,24.87,17.96,42892.94
Axis Bank,Metals,2022,1748.85,283.61,20.04,1.0,19.56,21.86,49312.3
Axis Bank,Metals,2020,624.79,186.94,30.99,0.87,36.98,23.59,20878.62
TCS,Finance,2019,1632.27,194.09,22.69,0.79,34.96,16.72,45697.26
HDFC,Finance,2011,1548.04,169.78,22.51,0.93,14.55,21.97,35532.63
Reliance,Automobile,2019,934.14,302.65,17.59,0.24,26.15,32.93,32236.25
Reliance,IT,2022,1621.88,124.72,16.47,0.52,16.86,28.83,33933.43
Reliance,Metals,2018,1677.27,142.16,24.37,0.62,29.75,26.36,28412.9
Reliance,IT,2012,943.88,177.9,16.73,1.03,32.49,36.67,10825.63
Infosys,IT,2018,1143.97,108.15,18.17,0.15,9.37,33.7,39947.87
TCS,Automobile,2022,2119.32,152.7,17.14,0.85,24.16,30.65,36990.26
HDFC,Energy,2016,1444.09,290.89,20.7,0.69,29.24,12.7,33731.63
Tata Steel,Energy,2015,1792.69,252.11,22.46,1.0,25.91,11.69,12378.19
Wipro,Energy,2020,1838.04,166.34,23.32,1.04,42.84,11.14,32108.22
Axis Bank,Finance,2021,1618.18,264.23,16.48,1.31,9.27,25.98,35404.65
SBI,Metals,2020,1805.17,366.55,18.91,0.45,38.55,25.28,52320.99
Reliance,Finance,2012,866.13,225.05,19.66,0.55,16.16,23.19,34609.8
SBI,Metals,2020,1430.84,313.63,25.32,0.81,3.57,12.57,9064.95
Wipro,Metals,2016,575.82,268.13,9.07,1.22,28.2,26.75,36210.96
Axis Bank,Metals,2020,976.17,176.45,18.06,0.93,23.74,17.92,44111.39
ICICI,Automobile,2023,1336.2,215.78,14.78,0.83,25.92,18.51,26049.86
Mahindra,Energy,2012,1300.38,242.1,15.34,1.17,30.21,25.01,11497.7
HDFC,Finance,2022,1512.42,140.4,13.75,0.68,30.5,18.85,52496.33
Infosys,Finance,2020,1493.8,-8.74,20.7,1.15,19.69,19.35,31457.8
SBI,Automobile,2015,1540.12,133.27,5.75,1.32,33.12,10.05,23559.69
Reliance,Metals,2017,1552.41,27.35,17.31,0.75,4.83,9.39,39578.82
TCS,Energy,2014,1599.88,139.88,8.89,0.34,24.05,27.17,18810.55
SBI,IT,2020,1212.29,63.4,14.54,0.84,36.29,22.26,18746.26
Axis Bank,IT,2020,1282.56,270.41,16.93,1.29,27.86,13.55,25433.17
ICICI,Automobile,2022,1488.94,105.39,15.97,0.95,25.5,22.44,32872.26
HDFC,Energy,2012,1493.6,243.53,21.41,0.39,21.56,20.18,22702.42
TCS,IT,2015,1175.42,261.33,24.25,1.18,28.47,11.45,36715.86
Mahindra,IT,2017,1824.47,256.12,27.79,1.04,22.19,19.23,38293.14
Axis Bank,Finance,2019,1717.44,50.53,17.96,1.1,31.27,21.89,29683.65
ICICI,Energy,2012,1242.08,289.81,23.81,1.14,19.81,8.21,27621.62
TCS,IT,2021,1437.49,233.63,25.32,0.64,40.26,26.22,40161.59
Mahindra,Finance,2022,2102.86,264.34,15.62,1.12,30.47,21.47,37146.85
SBI,Energy,2023,1548.17,346.39,24.17,0.61,43.13,31.92,17146.48
Axis Bank,Metals,2020,1618.71,263.55,7.12,0.45,21.12,28.89,44665.94
Tata Steel,Energy,2020,1317.32,105.39,19.49,0.55,37.24,31.29,39251.58
Mahindra,Automobile,2014,1406.07,252.26,26.03,1.01,12.35,15.07,23555.91
ICICI,Finance,2018,1953.4,79.71,18.5,0.68,32.22,24.14,10293.17
Tata Steel,Metals,2023,1533.99,194.96,17.05,1.24,23.84,20.51,33476.63
Tata Steel,Finance,2023,1478.72,159.74,17.02,1.13,26.19,30.82,32735.22
Infosys,Finance,2019,1502.29,200.81,25.34,1.0,32.29,29.59,33172.14
ICICI,IT,2019,2263.61,79.24,10.04,1.21,32.43,31.78,46565.3
Tata Steel,Energy,2012,1511.94,88.45,16.04,0.45,33.39,18.31,29651.3
SBI,Finance,2022,1250.98,164.05,22.21,1.09,28.52,11.4,34638.14
Axis Bank,Finance,2021,1303.39,182.2,19.59,0.97,30.42,13.71,36751.61
Axis Bank,Automobile,2020,1734.23,165.94,23.93,0.42,22.78,22.92,24660.88
SBI,Automobile,2011,1071.46,316.04,21.41,0.58,18.56,11.46,39330.86
Infosys,Automobile,2020,1635.17,233.89,15.64,0.75,26.67,21.47,46328.64
HDFC,Finance,2022,1282.85,231.7,20.91,0.74,3.55,18.58,25028.83
Infosys,Metals,2023,942.37,169.42,11.4,0.79,29.19,4.03,8088.54
Axis Bank,Energy,2017,1205.98,88.65,7.91,0.61,33.7,21.81,20486.55
HDFC,Finance,2023,1508.26,199.67,14.94,1.24,31.2,24.76,30786.82
Infosys,IT,2023,1918.55,344.58,18.4,0.43,18.89,28.43,11102.07
Tata Steel,Metals,2023,1774.0,217.95,13.94,0.44,4.55,16.19,23739.47
HDFC,Metals,2016,1411.89,289.06,18.87,0.52,31.56,12.64,30382.02
Axis Bank,Energy,2021,1791.66,299.15,18.29,0.61,17.11,17.27,37700.32
SBI,Metals,2018,1392.97,244.76,8.7,0.59,12.13,11.56,41804.96
Reliance,Energy,2013,1060.05,217.62,15.3,1.3,34.48,23.84,34220.86
Tata Steel,Metals,2012,1506.33,120.98,22.71,0.6,11.45,20.77,27948.56
Tata Steel,Energy,2019,1048.22,183.32,20.43,0.76,23.28,11.61,25159.27
Reliance,Automobile,2014,1737.42,171.13,14.52,0.42,42.77,17.04,29341.92
Mahindra,Automobile,2020,1741.76,226.4,21.09,0.66,18.33,30.93,39621.24
Wipro,Metals,2010,1236.01,86.87,26.78,0.98,14.34,19.57,36371.43
TCS,Metals,2014,1543.68,157.02,15.88,1.0,30.07,14.92,30347.51
ICICI,Energy,2022,1540.81,232.32,21.71,1.1,28.27,16.31,45836.83
Infosys,Energy,2022,1761.59,143.83,20.92,0.5,8.43,21.22,26064.34
Wipro,Finance,2012,1126.48,126.75,15.61,0.6,25.53,32.75,43075.43
Infosys,Automobile,2010,1679.85,136.69,12.34,1.05,36.78,12.65,24721.42
Wipro,Finance,2012,1104.97,178.21,26.25,0.79,39.0,30.0,16687.3
HDFC,Finance,2014,1733.16,9.54,23.44,0.78,22.4,17.84,30901.69
SBI,IT,2014,1818.81,140.31,16.61,0.98,29.96,29.01,8329.1
ICICI,Energy,2019,1299.12,276.22,24.07,1.1,30.42,11.91,26473.8
ICICI,IT,2021,1865.74,,20.77,0.59,35.08,30.86,39672.42
Infosys,IT,2017,1027.79,233.6,24.03,0.77,24.09,32.47,39491.71
Reliance,Finance,2020,1829.88,53.78,9.04,0.76,37.95,33.05,46065.54
HDFC,IT,2010,1931.54,166.86,15.96,0.51,17.7,19.97,21551.5
Mahindra,Energy,2016,1603.74,190.73,25.87,0.89,32.8,20.02,17179.42
ICICI,Finance,2014,1441.34,237.15,31.26,0.64,14.98,14.83,37863.36
TCS,Energy,2012,1593.73,288.87,16.05,0.8,7.1,13.17,21063.35
Infosys,Metals,2013,1318.87,276.38,15.96,0.99,31.12,26.3,32599.24
Tata Steel,IT,2012,2287.39,153.17,21.42,0.88,54.55,20.11,17695.85
TCS,Finance,2017,1324.04,155.0,19.72,0.53,28.2,23.36,24548.03
Axis Bank,Automobile,2013,1895.22,312.96,20.67,0.86,22.91,22.98,24077.18
Infosys,Energy,2012,1277.63,171.19,7.19,0.84,37.42,10.95,29835.99
Infosys,IT,2011,1979.04,113.39,16.81,0.63,20.55,11.48,28629.09
Tata Steel,Energy,2012,2103.7,183.43,22.03,0.54,7.35,25.5,32661.72
HDFC,Energy,2016,,307.95,6.23,0.85,34.43,23.02,32683.23
Tata Steel,Metals,2015,1586.0,127.61,9.91,0.38,40.55,19.16,35675.24
ICICI,Energy,2019,1213.03,165.69,9.13,0.48,26.29,22.79,25927.43
SBI,Metals,2021,1177.3,130.92,21.25,0.42,28.13,30.15,35849.72
Infosys,Metals,2022,1589.37,276.51,13.35,0.44,18.91,26.46,42373.19
Axis Bank,Metals,2014,1937.46,223.03,12.0,0.66,23.37,21.84,16040.19
Reliance,IT,2017,1335.54,274.07,18.27,1.12,27.22,23.13,18050.53
Infosys,Energy,2020,2162.38,325.2,11.8,0.99,25.45,30.32,38469.71
Tata Steel,Energy,2010,1316.96,79.03,20.26,1.14,25.36,17.12,39475.63
Wipro,Metals,2012,1568.82,139.27,30.07,0.62,-6.41,21.61,26084.46
Infosys,Energy,2011,1569.6,165.32,16.16,0.2,26.65,19.83,37238.09
Infosys,Energy,2011,1469.54,205.51,8.28,0.62,11.72,15.55,25405.08
Axis Bank,Metals,2021,886.85,240.47,15.74,1.14,29.76,18.6,29750.1
Axis Bank,Automobile,2020,1314.28,160.68,20.45,0.68,35.57,12.88,29739.84
Infosys,Automobile,2021,1559.89,144.64,19.95,0.79,30.6,27.44,31433.39
Wipro,Metals,2010,1471.2,276.53,22.19,0.74,13.52,16.95,46665.63
SBI,IT,2014,1690.86,243.69,15.03,1.01,16.66,21.48,59754.36
Mahindra,Energy,2014,1727.05,225.27,16.6,1.05,24.33,27.32,13591.69
Wipro,Energy,2012,1427.98,28.34,5.74,0.34,33.53,29.66,23195.74
Wipro,Automobile,2021,1211.27,296.53,21.07,0.07,34.95,20.41,21670.31
Wipro,Metals,2021,1964.5,214.72,11.45,1.0,28.61,19.33,46545.42
SBI,IT,2018,1093.36,187.04,19.0,0.74,15.36,24.93,44276.76
HDFC,Metals,2021,1321.41,134.45,13.64,1.0,36.74,22.89,40691.21
HDFC,Automobile,2015,1245.01,149.37,17.57,0.72,24.74,11.99,25274.62
Wipro,Automobile,2023,1723.94,128.73,22.79,0.96,21.02,31.53,32551.72
Mahindra,Energy,2019,1895.11,40.19,15.81,0.76,20.13,21.67,10940.63
